session_id,customer_id,session_date,product_viewed,browsing_time_sec,purchase_made,purchase_amount
SESS028133,CUST00094,2021-11-29,Phone,1448,0,0.0
SESS028134,CUST01331,2022-04-24,Book,246,0,0.0
SESS028135,CUST01762,2022-02-01,Shoes,254,0,0.0
SESS028136,CUST02222,2023-09-13,Book,273,0,0.0
SESS028137,CUST02743,2021-06-25,Shoes,15,0,0.0
SESS028138,CUST01097,2022-09-16,Laptop,989,1,1676.34
SESS028139,CUST02104,2022-08-01,Laptop,323,0,0.0
SESS028140,CUST02743,2022-10-05,Laptop,68,0,0.0
SESS028141,CUST04730,2022-07-29,Phone,431,0,0.0
SESS028142,CUST02292,2021-01-15,Shoes,18,0,0.0
SESS028143,CUST04300,2022-10-04,Phone,88,1,131.0
SESS028144,CUST03663,2023-08-15,Bag,102,0,0.0
SESS028145,CUST00016,2023-08-13,Phone,8,0,0.0
SESS028146,CUST00126,2021-05-25,Shoes,776,0,0.0
SESS028147,CUST03423,2022-05-01,Phone,237,0,0.0
SESS028148,CUST04175,2023-02-18,Bag,116,0,0.0
SESS028149,CUST03573,2021-09-18,Bag,191,0,0.0
SESS028150,CUST00789,2023-04-18,Book,239,0,0.0
SESS028151,CUST02353,2023-04-15,Book,591,0,0.0
SESS028152,CUST01512,2023-03-02,Bag,637,0,0.0
SESS028153,CUST04221,2022-08-31,Shoes,11,1,1953.37
SESS028154,CUST04714,2022-07-29,Phone,200,0,0.0
SESS028155,CUST04838,2022-01-23,Bag,526,0,0.0
SESS028156,CUST03718,2023-01-21,Shoes,207,0,0.0
SESS028157,CUST00081,2022-06-25,Laptop,436,0,0.0
SESS028158,CUST01645,2021-05-25,Laptop,1,0,0.0
SESS028159,CUST00175,2023-09-18,Phone,321,1,1278.83
SESS028160,CUST00676,2022-11-06,Headphones,36,0,0.0
SESS028161,CUST00348,2022-11-19,Book,663,1,754.36
SESS028162,CUST01913,2021-12-07,Laptop,838,0,0.0
SESS028163,CUST01391,2021-03-28,Book,584,0,0.0
SESS028164,CUST01559,2021-10-31,Shoes,288,0,0.0
SESS028165,CUST01439,2023-09-18,Shoes,29,0,0.0
SESS028166,CUST02926,2023-04-01,Shoes,709,1,1048.53
SESS028167,CUST04820,2023-08-19,Camera,364,1,1330.89
SESS028168,CUST04704,2022-09-21,Bag,145,0,0.0
SESS028169,CUST03793,2021-07-22,Laptop,233,1,1546.31
SESS028170,CUST00358,2021-09-14,Shoes,477,0,0.0
SESS028171,CUST03398,2022-10-09,Camera,119,0,0.0
SESS028172,CUST01089,2021-08-21,Phone,689,0,0.0
SESS028173,CUST00293,2022-08-12,Shoes,484,0,0.0
SESS028174,CUST00991,2022-01-09,Headphones,752,0,0.0
SESS028175,CUST03403,2022-08-19,Shoes,49,1,474.9
SESS028176,CUST02577,2022-12-11,Book,108,0,0.0
SESS028177,CUST00820,2023-03-09,Phone,432,0,0.0
SESS028178,CUST03491,2023-05-31,Laptop,44,1,810.6
SESS028179,CUST04226,2023-06-03,Phone,688,0,0.0
SESS028180,CUST03621,2022-08-05,Book,137,1,1890.61
SESS028181,CUST03429,2021-04-08,Headphones,173,1,279.26
SESS028182,CUST02508,2022-09-03,,789,0,0.0
SESS028183,CUST04689,2021-03-25,Phone,367,0,0.0
SESS028184,CUST02990,2021-06-15,Shoes,241,0,0.0
SESS028185,CUST01925,2021-06-07,Shoes,31,0,0.0
SESS028186,CUST04710,2022-05-14,Shoes,82,1,1826.22
SESS028187,CUST04635,2021-04-07,Laptop,195,0,0.0
SESS028188,CUST04357,2021-11-06,Phone,252,1,233.7
SESS028189,CUST03645,2023-05-06,Shoes,569,0,0.0
SESS028190,CUST03208,2023-09-18,Camera,397,1,337.19
SESS028191,CUST02657,2023-07-01,Camera,510,0,0.0
SESS028192,CUST01685,2022-09-08,Laptop,38,0,0.0
SESS028193,CUST01251,2021-09-29,Bag,563,0,0.0
SESS028194,CUST01813,2021-10-10,Bag,85,0,0.0
SESS028195,CUST01843,2022-09-04,Bag,450,1,870.98
SESS028196,CUST00228,2023-03-01,Bag,236,0,0.0
SESS028197,CUST03899,2022-02-03,Laptop,407,0,0.0
SESS028198,CUST02306,2021-02-15,Shoes,525,1,962.27
SESS028199,CUST02874,2022-01-20,Laptop,358,1,247.23
SESS028200,CUST03292,2022-05-17,Camera,1725,0,0.0
SESS028201,CUST01260,2023-07-13,Laptop,832,0,0.0
SESS028202,CUST03461,2022-11-04,Book,119,0,0.0
SESS028203,CUST02393,2022-09-04,Phone,288,1,894.97
SESS028204,CUST02698,2022-02-03,Bag,607,0,0.0
SESS028205,CUST02515,2023-09-18,Shoes,82,0,0.0
SESS028206,CUST04285,2021-11-09,Shoes,250,0,0.0
SESS028207,CUST03440,2021-11-22,Bag,304,1,511.87
SESS028208,CUST03170,2022-12-09,,10,1,1122.36
SESS028209,CUST00665,2023-08-12,Book,427,0,0.0
SESS028210,CUST04117,2023-02-27,Book,1019,0,0.0
SESS028211,CUST01184,2022-05-31,Book,67,0,0.0
SESS028212,CUST04525,2021-01-10,Camera,16,1,1906.75
SESS028213,CUST02633,2023-02-14,Book,28,0,0.0
SESS028214,CUST03066,2023-09-14,Headphones,275,0,0.0
SESS028215,CUST01890,2021-11-09,Laptop,89,0,0.0
SESS028216,CUST03119,2023-06-21,Bag,214,0,0.0
SESS028217,CUST04319,2021-11-07,Laptop,176,1,1163.84
SESS028218,CUST00960,2022-11-02,Laptop,1688,1,443.03
SESS028219,CUST00158,2021-11-16,Laptop,308,0,0.0
SESS028220,CUST02008,2022-02-24,Camera,377,1,161.67
SESS028221,CUST04897,2021-04-01,Phone,109,0,0.0
SESS028222,CUST00722,2021-01-13,Bag,1115,0,0.0
SESS028223,CUST01255,2021-03-16,Phone,482,0,0.0
SESS028224,CUST02346,2022-01-08,Book,26,1,1820.02
SESS028225,CUST04541,2021-11-25,Book,2041,1,1021.87
SESS028226,CUST00105,2023-08-26,Shoes,119,0,0.0
SESS028227,CUST01662,2022-12-02,Laptop,63,0,0.0
SESS028228,CUST04979,2021-01-10,Bag,87,0,0.0
SESS028229,CUST01092,2022-03-26,Book,298,0,0.0
SESS028230,CUST00538,2022-10-26,Laptop,224,0,0.0
SESS028231,CUST02721,2021-12-21,Headphones,568,1,1460.34
SESS028232,CUST04897,2023-07-19,Phone,34,1,910.68
SESS028233,CUST01065,2022-03-10,Shoes,246,0,0.0
SESS028234,CUST01572,2021-11-27,Phone,624,1,534.78
SESS028235,CUST03016,2022-09-20,Camera,472,0,0.0
SESS028236,CUST03447,2022-10-03,Phone,134,0,0.0
SESS028237,CUST01430,2022-06-01,Camera,363,0,0.0
SESS028238,CUST00242,2022-02-15,Laptop,146,0,0.0
SESS028239,CUST01363,2021-01-07,Camera,433,0,0.0
SESS028240,CUST02068,2021-08-30,Headphones,37,0,0.0
SESS028241,CUST01879,2021-04-11,Phone,99,0,0.0
SESS028242,CUST02889,2022-05-15,Laptop,531,0,0.0
SESS028243,CUST00301,2021-08-18,Phone,73,0,0.0
SESS028244,CUST04261,2023-02-08,Camera,57,0,0.0
SESS028245,CUST02829,2021-10-15,Shoes,144,1,1677.25
SESS028246,CUST03763,2022-10-19,Bag,381,1,1784.11
SESS028247,CUST03689,2021-10-01,Book,31,1,980.85
SESS028248,CUST02401,2022-08-03,Bag,129,1,1563.5
SESS028249,CUST03159,2022-07-15,Phone,445,0,0.0
SESS028250,CUST01021,2023-02-20,Bag,1156,1,909.17
SESS028251,CUST01550,2021-03-10,Headphones,61,0,0.0
SESS028252,CUST02919,2023-07-07,Phone,350,1,527.28
SESS028253,CUST00878,2023-07-11,Camera,248,0,0.0
SESS028254,CUST03081,2021-11-20,Phone,32,0,0.0
SESS028255,CUST03535,2021-03-28,Headphones,346,1,157.75
SESS028256,CUST03608,2022-10-07,Camera,313,0,0.0
SESS028257,CUST01321,2023-06-24,Phone,15,1,1378.52
SESS028258,CUST03104,2021-03-18,Book,652,0,0.0
SESS028259,CUST04527,2022-07-28,Bag,161,0,0.0
SESS028260,CUST02837,2021-03-14,Phone,25,0,0.0
SESS028261,CUST02118,2021-03-09,Headphones,267,1,1122.5
SESS028262,CUST01135,2021-08-06,Shoes,410,0,0.0
SESS028263,CUST03161,2022-08-13,Phone,38,1,203.08
SESS028264,CUST04098,2021-09-03,Camera,150,0,0.0
SESS028265,CUST03128,2023-02-09,Shoes,90,0,0.0
SESS028266,CUST02718,2021-04-05,Book,887,1,1944.32
SESS028267,CUST02592,2022-11-21,Camera,293,1,1859.3
SESS028268,CUST00190,2023-03-30,Headphones,488,1,1419.06
SESS028269,CUST02770,2022-04-19,Shoes,120,0,0.0
SESS028270,CUST03555,2021-01-02,Book,570,0,0.0
SESS028271,CUST03380,2023-07-26,Bag,112,1,454.99
SESS028272,CUST04118,2022-05-09,Laptop,92,1,1887.52
SESS028273,CUST03558,2023-04-12,Bag,71,0,0.0
SESS028274,CUST01570,2022-11-15,Laptop,96,1,1638.12
SESS028275,CUST03926,2022-07-18,Camera,239,0,0.0
SESS028276,CUST01488,2022-07-03,Shoes,28,1,1040.35
SESS028277,CUST00568,2021-03-07,Laptop,15,1,256.07
SESS028278,CUST03824,2023-09-27,Phone,107,1,1405.17
SESS028279,CUST03505,2021-04-02,Headphones,82,0,0.0
SESS028280,CUST02623,2021-07-03,Phone,416,0,0.0
SESS028281,CUST04902,2023-03-02,Shoes,19,0,0.0
SESS028282,CUST00914,2021-07-18,Phone,180,0,0.0
SESS028283,CUST04864,2022-11-10,Bag,1120,0,0.0
SESS028284,CUST00048,2023-01-14,Phone,110,0,0.0
SESS028285,CUST00744,2022-01-07,Book,172,0,0.0
SESS028286,CUST02734,2021-03-27,Headphones,296,0,0.0
SESS028287,CUST02673,2023-04-08,Phone,178,0,0.0
SESS028288,CUST04477,2021-11-08,Bag,127,1,426.32
SESS028289,CUST04406,2022-01-11,Shoes,474,0,0.0
SESS028290,CUST00542,2022-02-24,Laptop,104,1,305.1
SESS028291,CUST04863,2023-06-16,Shoes,158,0,0.0
SESS028292,CUST01207,2021-12-20,Laptop,189,1,990.68
SESS028293,CUST00184,2021-09-17,Laptop,333,0,0.0
SESS028294,CUST04010,2022-07-07,Phone,324,0,0.0
SESS028295,CUST01982,2021-04-09,Shoes,877,0,0.0
SESS028296,CUST04735,2023-08-07,Camera,753,0,0.0
SESS028297,CUST04690,2021-06-08,Book,175,0,0.0
SESS028298,CUST01257,2022-02-21,Book,59,0,0.0
SESS028299,CUST02752,2022-01-24,Headphones,73,1,525.88
SESS028300,CUST04097,2022-03-03,Camera,279,0,0.0
SESS028301,CUST03577,2021-08-23,Headphones,10,0,0.0
SESS028302,CUST04815,2022-01-30,Book,107,0,0.0
SESS028303,CUST03781,2021-02-01,Book,231,0,0.0
SESS028304,CUST00283,2022-01-02,Headphones,89,0,0.0
SESS028305,CUST03601,2022-01-20,Phone,24,0,0.0
SESS028306,CUST01210,2021-02-12,Camera,12,0,0.0
SESS028307,CUST00441,2023-02-13,Shoes,20,0,0.0
SESS028308,CUST03808,2022-08-27,Book,102,1,1526.32
SESS028309,CUST04735,2021-07-28,Book,53,0,0.0
SESS028310,CUST00474,2023-06-01,Shoes,99,0,0.0
SESS028311,CUST01858,2023-02-18,Book,221,0,0.0
SESS028312,CUST02780,2022-11-12,Phone,459,0,0.0
SESS028313,CUST04756,2021-10-10,Shoes,487,0,0.0
SESS028314,CUST04388,2022-12-02,Phone,77,0,0.0
SESS028315,CUST04343,2021-03-17,Laptop,396,0,0.0
SESS028316,CUST01942,2021-01-13,Phone,519,0,0.0
SESS028317,CUST04284,2021-12-17,Bag,35,0,0.0
SESS028318,CUST01547,2022-07-01,Book,256,0,0.0
SESS028319,CUST03356,2022-06-21,Shoes,153,0,0.0
SESS028320,CUST00557,2023-09-17,Headphones,116,0,0.0
SESS028321,CUST04343,2023-03-15,Laptop,29,1,451.4
SESS028322,CUST03478,2022-10-23,Book,240,0,0.0
SESS028323,CUST03231,2021-04-22,Book,169,0,0.0
SESS028324,CUST03339,2021-11-07,,65,0,0.0
SESS028325,CUST01827,2021-02-05,Book,257,0,0.0
SESS028326,CUST02199,2023-07-13,Headphones,168,0,0.0
SESS028327,CUST03357,2021-06-04,Phone,655,0,0.0
SESS028328,CUST04076,2022-01-31,Phone,499,1,941.34
SESS028329,CUST04220,2021-07-21,Laptop,362,1,1833.41
SESS028330,CUST03812,2022-06-22,Phone,23,1,1530.08
SESS028331,CUST01895,2023-09-16,Phone,59,0,0.0
SESS028332,CUST01753,2021-06-22,Headphones,414,0,0.0
SESS028333,CUST04755,2023-06-21,Headphones,405,0,0.0
SESS028334,CUST03802,2023-09-12,Shoes,145,0,0.0
SESS028335,CUST02656,2022-06-04,Book,284,0,0.0
SESS028336,CUST03519,2023-04-23,Phone,230,0,0.0
SESS028337,CUST01481,2022-09-29,Shoes,336,1,1299.72
SESS028338,CUST02579,2023-07-02,Laptop,375,0,0.0
SESS028339,CUST04821,2022-02-26,Shoes,374,0,0.0
SESS028340,CUST01554,2021-08-27,Shoes,544,0,0.0
SESS028341,CUST00646,2021-07-24,Laptop,50,1,53.8
SESS028342,CUST01827,2022-11-12,Laptop,1423,1,37.96
SESS028343,CUST01550,2022-02-03,Headphones,287,0,0.0
SESS028344,CUST01699,2022-08-18,Headphones,153,0,0.0
SESS028345,CUST03571,2022-08-18,Laptop,318,0,0.0
SESS028346,CUST04614,2022-05-24,Book,172,0,0.0
SESS028347,CUST03427,2021-03-15,Book,101,0,0.0
SESS028348,CUST03705,2023-03-07,Bag,493,0,0.0
SESS028349,CUST03225,2022-04-30,Shoes,29,0,0.0
SESS028350,CUST04425,2021-06-02,Shoes,53,0,0.0
SESS028351,CUST04786,2021-12-01,Phone,102,0,0.0
SESS028352,CUST04575,2022-11-06,Book,9,1,341.12
SESS028353,CUST00391,2023-04-28,Book,334,0,0.0
SESS028354,CUST04508,2021-02-06,Shoes,251,1,693.42
SESS028355,CUST01282,2022-10-29,Phone,588,0,0.0
SESS028356,CUST04965,2023-02-12,Camera,244,0,0.0
SESS028357,CUST00507,2023-08-13,Headphones,23,0,0.0
SESS028358,CUST01723,2022-08-23,Book,33,1,746.77
SESS028359,CUST00958,2022-12-07,Book,562,0,0.0
SESS028360,CUST01735,2023-05-22,Phone,268,0,0.0
SESS028361,CUST00763,2023-05-31,Laptop,234,1,1812.48
SESS028362,CUST02556,2023-01-27,Shoes,559,1,1392.84
SESS028363,CUST02612,2023-09-22,Shoes,241,0,0.0
SESS028364,CUST03694,2022-07-23,Phone,107,0,0.0
SESS028365,CUST01760,2022-12-02,Headphones,1156,0,0.0
SESS028366,CUST02890,2022-10-01,Bag,572,1,785.24
SESS028367,CUST01343,2022-05-22,Shoes,114,0,0.0
SESS028368,CUST04081,2022-04-26,Shoes,357,1,773.35
SESS028369,CUST01637,2023-06-05,Shoes,17,0,0.0
SESS028370,CUST03510,2022-04-25,Camera,207,0,0.0
SESS028371,CUST00550,2023-04-08,Shoes,360,0,0.0
SESS028372,CUST02006,2022-03-24,Headphones,147,1,1213.56
SESS028373,CUST02184,2022-06-28,Camera,391,0,0.0
SESS028374,CUST02566,2022-02-04,Headphones,115,0,0.0
SESS028375,CUST00759,2023-05-27,Shoes,194,0,0.0
SESS028376,CUST00324,2023-09-25,Shoes,220,0,0.0
SESS028377,CUST01926,2021-12-31,Laptop,231,1,1168.86
SESS028378,CUST00111,2021-10-27,Book,1434,0,0.0
SESS028379,CUST01824,2021-08-03,Book,773,0,0.0
SESS028380,CUST03622,2021-12-12,Camera,356,0,0.0
SESS028381,CUST01139,2021-05-02,Shoes,152,0,0.0
SESS028382,CUST01721,2023-04-17,Headphones,347,0,0.0
SESS028383,CUST00724,2022-12-02,Camera,134,0,0.0
SESS028384,CUST02413,2021-11-23,Bag,475,0,0.0
SESS028385,CUST00767,2022-11-05,Book,44,0,0.0
SESS028386,CUST04928,2021-08-30,Shoes,17,0,0.0
SESS028387,CUST03382,2023-08-28,Phone,121,0,0.0
SESS028388,CUST02161,2022-09-24,Book,137,0,0.0
SESS028389,CUST01294,2022-08-21,Shoes,939,0,0.0
SESS028390,CUST02368,2021-10-04,Headphones,825,1,915.33
SESS028391,CUST04018,2023-07-04,Shoes,208,0,0.0
SESS028392,CUST04271,2022-07-18,Shoes,193,0,0.0
SESS028393,CUST01959,2021-04-30,Laptop,369,1,1019.12
SESS028394,CUST04222,2023-07-27,Book,702,0,0.0
SESS028395,CUST00995,2021-02-08,Phone,814,1,41.79
SESS028396,CUST01852,2023-03-24,Shoes,93,0,0.0
SESS028397,CUST02977,2021-12-11,Phone,605,0,0.0
SESS028398,CUST03872,2023-06-28,Headphones,257,0,0.0
SESS028399,CUST03224,2022-11-14,Headphones,319,0,0.0
SESS028400,CUST04011,2023-05-01,Book,156,1,1167.88
SESS028401,CUST04295,2022-01-09,Headphones,202,0,0.0
SESS028402,CUST01223,2022-12-12,Camera,203,0,0.0
SESS028403,CUST04783,2022-04-24,Phone,379,0,0.0
SESS028404,CUST01477,2021-07-13,Shoes,110,0,0.0
SESS028405,CUST04878,2021-04-18,Camera,143,0,0.0
SESS028406,CUST00941,2023-07-30,Phone,415,0,0.0
SESS028407,CUST03252,2022-10-06,Headphones,607,1,759.29
SESS028408,CUST00818,2022-01-20,Phone,32,1,1194.45
SESS028409,CUST03917,2023-01-26,Shoes,138,0,0.0
SESS028410,CUST02071,2021-04-21,Shoes,20,1,490.03
SESS028411,CUST00637,2023-06-15,Book,61,1,87.07
SESS028412,CUST04807,2022-07-26,Bag,113,0,0.0
SESS028413,CUST02377,2021-11-02,Laptop,105,0,0.0
SESS028414,CUST03676,2021-12-09,Phone,90,0,0.0
SESS028415,CUST03402,2021-10-30,Phone,636,0,0.0
SESS028416,CUST02521,2021-01-17,Shoes,145,1,1198.78
SESS028417,CUST02526,2023-05-04,Camera,382,0,0.0
SESS028418,CUST02636,2022-11-06,Camera,692,0,0.0
SESS028419,CUST04215,2022-06-04,Shoes,81,1,543.94
SESS028420,CUST00260,2022-07-22,Headphones,4,0,0.0
SESS028421,CUST02997,2022-12-01,Shoes,111,1,1499.28
SESS028422,CUST00756,2021-07-02,Phone,134,1,72.98
SESS028423,CUST04102,2021-09-20,Shoes,31,0,0.0
SESS028424,CUST00066,2021-03-06,Unknown,49,1,341.63
SESS028425,CUST04078,2021-10-08,Shoes,31,0,0.0
SESS028426,CUST02779,2022-05-14,Shoes,15,0,0.0
SESS028427,CUST01170,2022-06-20,Phone,469,1,1128.48
SESS028428,CUST04125,2022-09-18,Headphones,220,0,0.0
SESS028429,CUST01667,2021-04-07,Shoes,257,1,798.28
SESS028430,CUST00660,2022-04-04,Book,390,0,0.0
SESS028431,CUST04996,2022-08-31,Camera,524,1,90.2
SESS028432,CUST05000,2021-12-15,Laptop,300,1,1161.27
SESS028433,CUST03542,2022-07-31,Book,345,0,0.0
SESS028434,CUST00361,2021-10-30,Phone,193,0,0.0
SESS028435,CUST03798,2022-10-10,Book,741,0,0.0
SESS028436,CUST02074,2021-06-22,Headphones,153,0,0.0
SESS028437,CUST03362,2022-02-17,Shoes,161,0,0.0
SESS028438,CUST02119,2021-01-31,Shoes,250,1,337.51
SESS028439,CUST03934,2023-04-05,Unknown,102,0,0.0
SESS028440,CUST03761,2022-04-28,Headphones,28,1,1794.34
SESS028441,CUST00177,2021-05-15,Book,508,0,0.0
SESS028442,CUST04041,2021-06-08,Bag,3,1,1183.44
SESS028443,CUST01313,2022-09-13,Phone,868,1,1035.98
SESS028444,CUST04671,2021-08-30,Headphones,791,1,1277.63
SESS028445,CUST04000,2021-07-07,Phone,896,1,195.12
SESS028446,CUST03048,2021-07-03,Phone,198,0,0.0
SESS028447,CUST00531,2022-11-03,Bag,388,0,0.0
SESS028448,CUST03556,2022-08-29,Laptop,115,1,284.71
SESS028449,CUST03506,2021-11-13,Shoes,316,0,0.0
SESS028450,CUST04589,2021-07-08,Shoes,56,1,514.33
SESS028451,CUST03418,2022-08-11,Laptop,159,0,0.0
SESS028452,CUST03651,2021-12-21,Camera,140,1,1302.37
SESS028453,CUST01262,2022-03-24,Camera,188,0,0.0
SESS028454,CUST02887,2021-09-23,Shoes,1803,0,0.0
SESS028455,CUST04943,2022-02-14,Shoes,190,1,1951.04
SESS028456,CUST04389,2021-03-10,Laptop,49,0,0.0
SESS028457,CUST00256,2022-08-22,Bag,521,1,37.23
SESS028458,CUST01779,2021-11-25,Phone,169,0,0.0
SESS028459,CUST04761,2021-04-07,Book,771,1,1151.48
SESS028460,CUST04361,2021-09-11,Headphones,332,0,0.0
SESS028461,CUST01981,2023-03-16,Laptop,342,0,0.0
SESS028462,CUST01588,2023-07-15,Phone,350,0,0.0
SESS028463,CUST03553,2023-05-15,Laptop,56,1,1229.38
SESS028464,CUST00401,2022-05-29,Laptop,313,1,1712.01
SESS028465,CUST04873,2021-10-25,Laptop,403,0,0.0
SESS028466,CUST03638,2021-07-15,Shoes,61,0,0.0
SESS028467,CUST01215,2023-09-13,Bag,94,0,0.0
SESS028468,CUST01148,2023-05-12,Camera,659,1,609.32
SESS028469,CUST03949,2023-07-20,Shoes,88,0,0.0
SESS028470,CUST02451,2022-10-12,Camera,19,0,0.0
SESS028471,CUST03394,2022-06-27,Laptop,31,1,1810.3
SESS028472,CUST03143,2022-12-20,Phone,214,1,598.12
SESS028473,CUST00874,2022-04-14,Shoes,793,0,0.0
SESS028474,CUST00374,2022-06-02,Shoes,101,0,0.0
SESS028475,CUST01195,2021-03-06,Laptop,1090,0,0.0
SESS028476,CUST03528,2023-01-31,Laptop,817,1,1882.12
SESS028477,CUST04958,2022-12-15,Phone,319,0,0.0
SESS028478,CUST03482,2023-06-17,Phone,216,0,0.0
SESS028479,CUST04397,2022-05-19,Phone,80,1,1972.59
SESS028480,CUST02150,2022-01-28,Shoes,270,0,0.0
SESS028481,CUST02058,2022-08-16,Phone,136,0,0.0
SESS028482,CUST03113,2023-04-28,Shoes,256,0,0.0
SESS028483,CUST02418,2022-03-26,Laptop,343,1,1931.59
SESS028484,CUST00126,2021-12-02,Shoes,1,0,0.0
SESS028485,CUST02833,2023-05-17,Headphones,15,1,1912.66
SESS028486,CUST04479,2022-07-25,Camera,134,1,1954.34
SESS028487,CUST00450,2023-06-08,Book,244,0,0.0
SESS028488,CUST04619,2023-01-02,Bag,134,0,0.0
SESS028489,CUST01010,2021-08-31,,19,1,1472.1
SESS028490,CUST03779,2022-10-15,Shoes,550,0,0.0
SESS028491,CUST00942,2021-09-19,Headphones,30,0,0.0
SESS028492,CUST03604,2022-02-13,,231,0,0.0
SESS028493,CUST03981,2022-03-23,Headphones,509,0,0.0
SESS028494,CUST04369,2021-07-06,Phone,69,1,1097.36
SESS028495,CUST00502,2023-01-13,Book,261,0,0.0
SESS028496,CUST03819,2022-08-25,Shoes,361,0,0.0
SESS028497,CUST01251,2023-05-26,Phone,148,0,0.0
SESS028498,CUST02389,2023-07-31,Book,147,1,598.41
SESS028499,CUST02320,2021-09-03,Shoes,11,0,0.0
SESS028500,CUST03196,2023-06-30,Bag,504,0,0.0
SESS028501,CUST02958,2023-04-14,Book,40,0,0.0
SESS028502,CUST01197,2021-12-08,Phone,39,0,0.0
SESS028503,CUST03275,2021-02-11,Bag,43,1,1877.84
SESS028504,CUST01057,2023-09-15,Phone,391,1,1888.36
SESS028505,CUST02259,2022-10-19,Bag,49,0,0.0
SESS028506,CUST04909,2022-01-18,Shoes,158,0,0.0
SESS028507,CUST03049,2021-01-23,Book,552,0,0.0
SESS028508,CUST03123,2022-10-17,Camera,144,0,0.0
SESS028509,CUST01907,2023-07-23,Book,238,0,0.0
SESS028510,CUST02940,2022-07-22,Bag,274,1,378.18
SESS028511,CUST03479,2022-02-22,Phone,347,0,0.0
SESS028512,CUST00541,2023-01-04,Shoes,85,0,0.0
SESS028513,CUST00518,2022-07-31,Phone,81,0,0.0
SESS028514,CUST04229,2021-12-27,Laptop,90,0,0.0
SESS028515,CUST00424,2023-04-28,Bag,372,0,0.0
SESS028516,CUST00858,2021-08-05,Phone,534,0,0.0
SESS028517,CUST04178,2022-09-16,Phone,131,1,1134.15
SESS028518,CUST02837,2023-02-01,Phone,125,0,0.0
SESS028519,CUST01753,2021-03-28,Laptop,44,0,0.0
SESS028520,CUST01667,2023-09-20,Phone,483,0,0.0
SESS028521,CUST01864,2021-10-17,Phone,321,1,38.03
SESS028522,CUST04462,2022-04-02,Shoes,10,0,0.0
SESS028523,CUST02414,2023-07-01,Laptop,911,1,220.82
SESS028524,CUST02119,2021-12-23,Shoes,79,0,0.0
SESS028525,CUST04422,2023-08-04,Laptop,361,0,0.0
SESS028526,CUST01350,2022-09-16,Phone,124,1,69.26
SESS028527,CUST02892,2023-08-23,Book,631,0,0.0
SESS028528,,2023-01-23,Laptop,112,1,90.2
SESS028529,CUST01754,2023-07-27,Laptop,714,0,0.0
SESS028530,CUST02137,2022-03-22,Bag,183,0,0.0
SESS028531,CUST03859,2021-09-25,Phone,810,0,0.0
SESS028532,CUST01421,2023-08-23,Book,73,0,0.0
SESS028533,CUST03488,2022-08-22,Shoes,529,0,0.0
SESS028534,CUST02942,2022-08-07,Bag,315,0,0.0
SESS028535,CUST04266,2023-01-09,Laptop,4,1,1971.55
SESS028536,CUST01389,2021-05-08,Headphones,139,0,0.0
SESS028537,CUST00620,2021-03-21,Camera,195,1,1575.88
SESS028538,CUST03400,2021-03-25,Camera,107,0,0.0
SESS028539,CUST01257,2022-06-24,Bag,2,0,0.0
SESS028540,CUST04778,2022-02-18,Laptop,211,0,0.0
SESS028541,,2022-04-04,Book,228,0,0.0
SESS028542,CUST01011,2023-03-29,,280,0,0.0
SESS028543,CUST02684,2022-02-05,Laptop,1324,0,0.0
SESS028544,CUST00426,2022-10-12,Book,550,0,0.0
SESS028545,CUST04025,2023-09-11,Phone,683,0,0.0
SESS028546,CUST00217,2022-05-18,Shoes,1,0,0.0
SESS028547,CUST00610,2021-12-17,Camera,52,0,0.0
SESS028548,CUST04454,2022-06-07,Camera,1016,1,865.48
SESS028549,CUST00186,2022-11-18,Bag,485,0,0.0
SESS028550,CUST00725,2022-10-10,Camera,147,0,0.0
SESS028551,CUST04966,2021-01-31,Laptop,783,1,1831.3
SESS028552,CUST00824,2021-12-23,Headphones,461,1,995.66
SESS028553,CUST01768,2022-11-08,Shoes,358,0,0.0
SESS028554,CUST01978,2021-06-10,Bag,375,0,0.0
SESS028555,CUST04775,2022-10-11,Phone,626,1,489.72
SESS028556,CUST03890,2022-11-17,Phone,90,1,471.86
SESS028557,CUST01185,2023-06-18,Headphones,3045,0,0.0
SESS028558,CUST04380,2022-05-12,Book,1286,0,0.0
SESS028559,CUST00184,2021-09-26,Bag,99,0,0.0
SESS028560,CUST03609,2021-09-01,Phone,632,0,0.0
SESS028561,CUST03767,2022-02-16,Headphones,72,0,0.0
SESS028562,CUST01620,2022-07-18,Shoes,214,0,0.0
SESS028563,CUST04327,2021-07-08,Headphones,234,0,0.0
SESS028564,CUST02436,2023-07-09,Phone,32,0,0.0
SESS028565,CUST00735,2021-01-10,Shoes,13,0,0.0
SESS028566,CUST00158,2022-11-13,Laptop,493,0,0.0
SESS028567,CUST01342,2021-06-14,Camera,417,0,0.0
SESS028568,CUST03493,2022-06-11,,45,0,0.0
SESS028569,CUST03255,2021-12-28,Shoes,566,0,0.0
SESS028570,CUST01076,2022-10-30,Shoes,182,1,1058.67
SESS028571,CUST01862,2022-11-08,Shoes,34,0,0.0
SESS028572,CUST02630,2021-07-12,Phone,3,0,0.0
SESS028573,CUST05000,2022-02-01,Phone,555,1,401.54
SESS028574,CUST02965,2023-04-07,Camera,104,0,0.0
SESS028575,CUST00889,2023-08-22,Phone,95,0,0.0
SESS028576,CUST01134,2021-02-25,Book,561,0,0.0
